show_id,type,title,director,release_year,rating,description,country,genre
80204460,Movie,Mubarakan,Anees Bazmee,2017,PG-13,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",India,Comedies
80204460,Movie,Mubarakan,Anees Bazmee,2017,PG-13,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",India," Dramas"
80204460,Movie,Mubarakan,Anees Bazmee,2017,PG-13,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",India," International Movies"
70209267,Movie,A Holiday Engagement,Jim Fall,2011,TV-G,"Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.",United States,Children & Family Movies
70209267,Movie,A Holiday Engagement,Jim Fall,2011,TV-G,"Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.",United States," Comedies"
70209267,Movie,A Holiday Engagement,Jim Fall,2011,TV-G,"Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.",United States," Romantic Movies"
70306305,Movie,Christmas Crush,Marita Grabiak,2012,TV-PG,Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,Canada,Comedies
70306305,Movie,Christmas Crush,Marita Grabiak,2012,TV-PG,Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,Canada," Romantic Movies"
70306305,Movie,Christmas Crush,Marita Grabiak,2012,TV-PG,Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.," United States",Comedies
70306305,Movie,Christmas Crush,Marita Grabiak,2012,TV-PG,Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.," United States"," Romantic Movies"
70262831,Movie,Dear Santa,Jason Priestley,2011,TV-PG,"Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.",Canada,Comedies
70262831,Movie,Dear Santa,Jason Priestley,2011,TV-PG,"Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.",Canada," Romantic Movies"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",South Africa,Action & Adventure
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",South Africa," International Movies"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent.",South Africa," Sci-Fi & Fantasy"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," United States",Action & Adventure
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," United States"," International Movies"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," United States"," Sci-Fi & Fantasy"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," New Zealand",Action & Adventure
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," New Zealand"," International Movies"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," New Zealand"," Sci-Fi & Fantasy"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," Canada",Action & Adventure
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," Canada"," International Movies"
70113005,Movie,District 9,Neill Blomkamp,2009,R,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."," Canada"," Sci-Fi & Fantasy"
70052286,Movie,Kicking and Screaming,Noah Baumbach,1995,R,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.",United States,Comedies
70052286,Movie,Kicking and Screaming,Noah Baumbach,1995,R,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.",United States," Independent Movies"
70052286,Movie,Kicking and Screaming,Noah Baumbach,1995,R,"After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.",United States," Romantic Movies"
80114460,Movie,Minimalism: A Documentary About the Important Things,"Matt D'Avella",2016,TV-14,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,United States,Documentaries
81206389,Movie,Oththa Seruppu Size 7,Parthiban,2019,TV-MA,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",India,Dramas
81206389,Movie,Oththa Seruppu Size 7,Parthiban,2019,TV-MA,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",India," International Movies"
81206389,Movie,Oththa Seruppu Size 7,Parthiban,2019,TV-MA,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.",India," Thrillers"
80201488,TV Show,The Devil Next Door,,2019,TV-MA,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",United States,Crime TV Shows
80201488,TV Show,The Devil Next Door,,2019,TV-MA,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",United States," Docuseries"
80196135,Movie,Williams,Morgan Matthews,2017,TV-MA,"This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.",United Kingdom,Documentaries
80196135,Movie,Williams,Morgan Matthews,2017,TV-MA,"This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.",United Kingdom," International Movies"
80196135,Movie,Williams,Morgan Matthews,2017,TV-MA,"This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future.",United Kingdom," Sports Movies"
80117461,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,2016,TV-MA,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.,United States,Stand-Up Comedy
80127600,TV Show,Qué pena tu serie,,2015,TV-MA,"Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love.",United States,International TV Shows
80127600,TV Show,Qué pena tu serie,,2015,TV-MA,"Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love.",United States," Romantic TV Shows"
80127600,TV Show,Qué pena tu serie,,2015,TV-MA,"Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love.",United States," Spanish-Language TV Shows"
80117533,Movie,The Ivory Game,"Kief Davidson, Richard Ladkani",2016,TV-14,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.",Austria,Documentaries
81193313,TV Show,Chocolate,,2019,TV-14,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",South Korea,International TV Shows
81193313,TV Show,Chocolate,,2019,TV-14,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",South Korea," Korean TV Shows"
81193313,TV Show,Chocolate,,2019,TV-14,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",South Korea," Romantic TV Shows"
81213894,Movie,The Zoya Factor,Abhishek Sharma,2019,TV-14,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",India,Comedies
81213894,Movie,The Zoya Factor,Abhishek Sharma,2019,TV-14,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",India," Dramas"
81213894,Movie,The Zoya Factor,Abhishek Sharma,2019,TV-14,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",India," International Movies"
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",Poland,Crime TV Shows
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",Poland," International TV Shows"
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",Poland," TV Dramas"
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades."," United States",Crime TV Shows
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades."," United States"," International TV Shows"
80205593,TV Show,1983,,2018,TV-MA,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades."," United States"," TV Dramas"
80238204,Movie,A Christmas Prince: The Royal Wedding,John Schultz,2018,TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",United States,Children & Family Movies
80238204,Movie,A Christmas Prince: The Royal Wedding,John Schultz,2018,TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",United States," Dramas"
80238204,Movie,A Christmas Prince: The Royal Wedding,John Schultz,2018,TV-PG,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",United States," Romantic Movies"
80230507,Movie,"Angela's Christmas",Damien O’Connor,2018,TV-G,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,Ireland,Children & Family Movies
80230507,Movie,"Angela's Christmas",Damien O’Connor,2018,TV-G,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.," Canada",Children & Family Movies
81041515,TV Show,Cloudy with a Chance of Meatballs,,2017,TV-Y7,"Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks, he might even change the world – if he doesn't break it first.",United States,"Kids' TV"
81041515,TV Show,Cloudy with a Chance of Meatballs,,2017,TV-Y7,"Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks, he might even change the world – if he doesn't break it first.",United States," TV Comedies"
81041515,TV Show,Cloudy with a Chance of Meatballs,,2017,TV-Y7,"Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks, he might even change the world – if he doesn't break it first."," Canada","Kids' TV"
81041515,TV Show,Cloudy with a Chance of Meatballs,,2017,TV-Y7,"Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks, he might even change the world – if he doesn't break it first."," Canada"," TV Comedies"
80191074,TV Show,Death by Magic,,2018,TV-14,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",United States,Reality TV
80990725,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.",2018,TV-MA,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.",Mexico,Dramas
80990725,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.",2018,TV-MA,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.",Mexico," International Movies"
81016327,Movie,Garuda in My Heart 2,Rudy Soedjarwo,2011,TV-PG,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.,Indonesia,Children & Family Movies
81016327,Movie,Garuda in My Heart 2,Rudy Soedjarwo,2011,TV-PG,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.,Indonesia," Dramas"
81016327,Movie,Garuda in My Heart 2,Rudy Soedjarwo,2011,TV-PG,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.,Indonesia," Sports Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.",Italy,Dramas
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.",Italy," Independent Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.",Italy," International Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Switzerland",Dramas
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Switzerland"," Independent Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Switzerland"," International Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," France",Dramas
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," France"," Independent Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," France"," International Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Germany",Dramas
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Germany"," Independent Movies"
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,2018,PG-13,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."," Germany"," International Movies"
81033200,Movie,Love,"Kabir Bhatia, Titien Wattimena",2008,TV-PG,"In Jakarta, five couples of varying ages and backgrounds experience the different stages of romantic love, from its giddy start to its painful end.",Indonesia,Dramas
81033200,Movie,Love,"Kabir Bhatia, Titien Wattimena",2008,TV-PG,"In Jakarta, five couples of varying ages and backgrounds experience the different stages of romantic love, from its giddy start to its painful end.",Indonesia," International Movies"
81033200,Movie,Love,"Kabir Bhatia, Titien Wattimena",2008,TV-PG,"In Jakarta, five couples of varying ages and backgrounds experience the different stages of romantic love, from its giddy start to its painful end.",Indonesia," Romantic Movies"
81002951,TV Show,Love and Fortune,,2018,TV-MA,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",Japan,International TV Shows
81002951,TV Show,Love and Fortune,,2018,TV-MA,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",Japan," Romantic TV Shows"
81002951,TV Show,Love and Fortune,,2018,TV-MA,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",Japan," TV Dramas"
81039383,Movie,Manto,Nandita Das,2018,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,India,Dramas
81039383,Movie,Manto,Nandita Das,2018,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,India," Independent Movies"
81039383,Movie,Manto,Nandita Das,2018,TV-MA,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,India," International Movies"
81018377,Movie,Rajma Chawal,Leena Yadav,2018,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",India,Comedies
81018377,Movie,Rajma Chawal,Leena Yadav,2018,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",India," Dramas"
81018377,Movie,Rajma Chawal,Leena Yadav,2018,TV-MA,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",India," International Movies"
81021528,Movie,The World Is Yours,Romain Gavras,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",France,Action & Adventure
81021528,Movie,The World Is Yours,Romain Gavras,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",France," Comedies"
81021528,Movie,The World Is Yours,Romain Gavras,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",France," International Movies"
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,Mexico,Dramas
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,Mexico," Independent Movies"
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,Mexico," International Movies"
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.," Netherlands",Dramas
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.," Netherlands"," Independent Movies"
80991809,Movie,Time Share,Sebastián Hofmann,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.," Netherlands"," International Movies"
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.,Peru,Documentaries
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.,Peru," International Movies"
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.," United States",Documentaries
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.," United States"," International Movies"
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.," United Kingdom",Documentaries
80097475,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",2016,TV-14,This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.," United Kingdom"," International Movies"
70117294,Movie,Takers,John Luessenhop,2010,PG-13,A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million.,United States,Action & Adventure
70117582,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,2011,PG,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",United States,Children & Family Movies
70117582,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,2011,PG,"Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel.",United States," Comedies"
80119411,TV Show,Alias Grace,,2017,TV-MA,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",Canada,Crime TV Shows
80119411,TV Show,Alias Grace,,2017,TV-MA,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",Canada," International TV Shows"
80119411,TV Show,Alias Grace,,2017,TV-MA,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",Canada," TV Dramas"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",France,Dramas
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",France," Independent Movies"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.",France," International Movies"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Senegal",Dramas
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Senegal"," Independent Movies"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Senegal"," International Movies"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Belgium",Dramas
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Belgium"," Independent Movies"
81082007,Movie,Atlantics,Mati Diop,2019,TV-14,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."," Belgium"," International Movies"
81172754,Movie,Crazy people,Moses Inwang,2018,TV-14,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.,Nigeria,Comedies
81172754,Movie,Crazy people,Moses Inwang,2018,TV-14,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.,Nigeria," International Movies"
81172754,Movie,Crazy people,Moses Inwang,2018,TV-14,Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter.,Nigeria," Thrillers"
81120982,Movie,I Lost My Body,Jérémy Clapin,2019,TV-MA,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film.",France,Dramas
81120982,Movie,I Lost My Body,Jérémy Clapin,2019,TV-MA,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film.",France," Independent Movies"
81120982,Movie,I Lost My Body,Jérémy Clapin,2019,TV-MA,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film.",France," International Movies"
81227195,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,2016,TV-MA,"The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus.",South Africa,Dramas
81227195,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,2016,TV-MA,"The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus.",South Africa," International Movies"
81172899,Movie,Payday,Cheta Chukwu,2018,TV-MA,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",Nigeria,Comedies
81172899,Movie,Payday,Cheta Chukwu,2018,TV-MA,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",Nigeria," Independent Movies"
81172899,Movie,Payday,Cheta Chukwu,2018,TV-MA,"After an expensive night out, two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter.",Nigeria," International Movies"
81094391,TV Show,Sugar Rush Christmas,,2019,TV-PG,"It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.",United States,Reality TV
81172908,Movie,The Accidental Spy,Roger Russell,2017,TV-14,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",Nigeria,Action & Adventure
81172908,Movie,The Accidental Spy,Roger Russell,2017,TV-14,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",Nigeria," Comedies"
81172908,Movie,The Accidental Spy,Roger Russell,2017,TV-14,"Nursing a broken heart, an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama.",Nigeria," International Movies"
81172901,Movie,The Island,Toka McBaror,2018,TV-14,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",Nigeria,Dramas
81172901,Movie,The Island,Toka McBaror,2018,TV-14,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",Nigeria," International Movies"
81172901,Movie,The Island,Toka McBaror,2018,TV-14,"When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",Nigeria," Thrillers"
80990849,TV Show,The Movies That Made Us,,2019,TV-MA,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",United States,Docuseries
81033086,Movie,Holiday Rush,Leslie Small,2019,TV-PG,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.,United States,Children & Family Movies
81033086,Movie,Holiday Rush,Leslie Small,2019,TV-PG,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.,United States," Dramas"
80156799,TV Show,Levius,,2019,TV-14,"Young Levius rises through the ranks in the brutal world of metal boxing under his uncle's guidance. Forces outside the ring have their eye on him.",Japan,Anime Series
80156799,TV Show,Levius,,2019,TV-14,"Young Levius rises through the ranks in the brutal world of metal boxing under his uncle's guidance. Forces outside the ring have their eye on him.",Japan," International TV Shows"
81161538,TV Show,Lugar de Mulher,,2019,TV-MA,"Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be.",Brazil,International TV Shows
81161538,TV Show,Lugar de Mulher,,2019,TV-MA,"Four comedians from Brazil riff on sexuality, politics, religion and motherhood – and set out to prove a woman's place is anywhere she wants it to be.",Brazil," Stand-Up Comedy & Talk Shows"
